magnitude	phi	phi_sigma	hist
-26.458333333333336	-5.981742068074297	0.0	0.0
-25.375	-5.981742068074297	0.0	0.0
-24.291666666666664	-5.981742068074297	0.0	0.0
-23.208333333333336	-5.981742068074297	0.0	0.0
-22.125	-4.748220415826448	1.78558111565391e-05	1.0
-21.041666666666668	-3.845130428834504	5.0503860609500846e-05	8.0
-19.958333333333336	-3.368009174114842	8.747525255403194e-05	24.0
-18.875	-3.2297064759485603	0.00010257382579349154	33.0
-17.791666666666668	-2.8908879193951793	0.0001515115818285025	72.0
-16.708333333333336	-2.6690391697788227	0.00019560061105977752	120.0
-15.625	-2.7270311167565096	0.0001829676178073283	105.0
-14.541666666666668	-2.6309491201706834	0.0002043690998159854	131.0
